id,name,description,imageUrl,backgroundImageUrl,externalLink,secretIdentities,birthPlace,occupation,aliases,alignment,firstAppearance,yearAppearance,universe,gender,race,type,height,weight,eyeColor,hairColor,teams,powers,partners,intelligence,strength,speed,durability,power,combat,creators
1009253,"Crule","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/comics/characters/1009253/crule","","","","",,"",1992,Marvel,,,,,,,,"","","",,,,,,,""
1009254,"Crusher Hogan","",https://i.annihil.us/u/prod/marvel/i/mg/5/90/4c004057a5bc6.jpg,https://i.annihil.us/u/prod/marvel/i/mg/5/90/4c004057a5bc6.jpg,"https://marvel.com/universe/Hogan%2C_Crusher","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1014991,"Crusher Hogan (Ultimate)","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/comics/characters/1014991/crusher_hogan_ultimate","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1009255,"Crystal","Crystal (Crystalia Amaquelin) is a fictional superhero appearing in American comic books published by Marvel Comics.",https://i.annihil.us/u/prod/marvel/i/mg/6/c0/52695564bcf1e.jpg,https://i.annihil.us/u/prod/marvel/i/mg/6/c0/52695564bcf1e.jpg,"https://marvel.com/universe/Crystal","Crystalia Amaquelin","Attilan","Mother, adventuress","Crystal,Crystalia Amaquelin-Maximoff,The People's Princess",good,"Fantastic Four #45 (1965)",,Marvel,Female,Inhuman,,168,50,green,Red,"Avengers,Fantastic Four,Inhumans","Super Strength,Stamina,Super Speed,Element Control,Fire Control,Reflexes,Water Control,Wind Control","",63,16,12,14,57,56,"Jack Kirby,Stan Lee"
1011268,"Cuckoo","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/universe/Cuckoo_(Kay_Cera)","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1009244,"Curt Conners","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/comics/characters/1009244/curt_conners","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1011174,"Cuthbert","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/characters/483/cuthbert","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1009256,"Cyber","Cyber is a fictional comic book supervillain appearing in books published by Marvel Comics, usually as an enemy of Wolverine of the X-Men.",https://i.annihil.us/u/prod/marvel/i/mg/1/f0/4c0040521bc06.jpg,https://i.annihil.us/u/prod/marvel/i/mg/1/f0/4c0040521bc06.jpg,"https://marvel.com/universe/Cyber","Milo Gunderson,Silas Burr","","","Cyber",,"",,Marvel,,,Mutant,,,,,"Hell's Belles,Pinkerton National Detective Agency,The Coven,Undisclosed Canadian Paramilitary Training Facility,Unnamed Drug Cartel","","",,,,,,,"Peter David,Sam Kieth"
1009257,"Cyclops","Cyclops is a fictional superhero appearing in American comic books published by Marvel Comics and is a founding member of the X-Men.",https://i.annihil.us/u/prod/marvel/i/mg/6/70/526547e2d90ad.jpg,https://x.annihil.us/u/prod/marvel/i/mg/9/d0/537ba69f1b9b7.gif,"https://marvel.com/universe/Cyclops_(Scott_Summers)","Scott Summers","Anchorage, Alaska","Leader of mutant race, adventurer, headmaster, former student, radio announcer","Cyclops,Dark Phoenix,Eric the Red,Mutate #007,Phoenix,Scott Summers,Slim,Slym Dayspring",good,"X-Men #1 (September, 1963)",2011,Marvel,Male,Mutant,,191,88,brown,Brown,"Cyclops,Phoenix Five,Phoenix Force,The Twelve,X-Factor,X-Force,X-Men,X-Terminators,Xavier's School for Gifted Youngsters","Agility,Energy Absorption,Marksmanship,Intelligence,Energy Blasts,Energy Beams,Energy Resistance","",75,10,23,42,76,80,"Jack Kirby,Stan Lee"
1010918,"Cyclops (Ultimate)","",https://i.annihil.us/u/prod/marvel/i/mg/c/80/53176b8fe1dfa.jpg,https://i.annihil.us/u/prod/marvel/i/mg/c/80/53176b8fe1dfa.jpg,"https://marvel.com/universe/Cyclops_(Ultimate)","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1017473,"Cyclops (X-Men: Battle of the Atom)","Cyclops is a fictional superhero appearing in American comic books published by Marvel Comics and is a founding member of the X-Men.",https://i.annihil.us/u/prod/marvel/i/mg/9/40/52d72a169ddf0.jpg,https://x.annihil.us/u/prod/marvel/i/mg/9/d0/537ba69f1b9b7.gif,"https://marvel.com/characters/10/cyclops","Scott Summers","","","Cyclops,Dark Phoenix,Eric the Red,Mutate #007,Phoenix,Scott Summers,Slim,Slym Dayspring",,"",,Marvel,,,Mutant,,,,,"Cyclops,Phoenix Five,Phoenix Force,The Twelve,X-Factor,X-Force,X-Men,X-Terminators,Xavier's School for Gifted Youngsters","","",,,,,,,"Jack Kirby,Stan Lee"
1011385,"Cypher","Cypher (Douglas 'Doug' Ramsey) is a fictional superhero that appears in comic books published by Marvel Comics, usually in the X-Men family of books, in particular those featuring The New Mutants, of which Cypher has been a member.",https://i.annihil.us/u/prod/marvel/i/mg/2/10/4ce5a70abf6fb.jpg,https://i.annihil.us/u/prod/marvel/i/mg/2/10/4ce5a70abf6fb.jpg,"https://marvel.com/universe/Cypher_(Douglas_Ramsey)","Doug,Douglas Aaron Ramsey","Place of birth unknown","Student, Adventurer","Cypher",good,"New Mutants (Vol. 1) #13",,Marvel,-,-,Mutant,175,68,blue,Blond,"Hellions,New Mutants,Official Handbook of the Marvel Universe A to Z,X-Factor,X-Force,X-Men","","",1,1,1,1,0,1,"Chris Claremont,Sal Buscema"
1011050,"D'Ken Neramani","",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/universe/http://marvel.com/universe/Neramani%2C_D%27Ke","","","","",,"",1976,Marvel,,,,,,,,"","","",,,,,,,""
1009258,"Dagger","",https://i.annihil.us/u/prod/marvel/i/mg/8/e0/528d31c9eac10.jpg,https://i.annihil.us/u/prod/marvel/i/mg/8/e0/528d31c9eac10.jpg,"https://marvel.com/universe/Dagger","","Shaker Heights, Ohio","Vigilante","",good,"Spectacular Spiderman #64",1944,Marvel,Female,-,,165,52,blue,Blond,"","Energy Blasts,Light Control,Natural Weapons","",63,10,35,42,52,70,""
1010774,"Daily Bugle","",https://i.annihil.us/u/prod/marvel/i/mg/2/f0/4ce5a31605544.jpg,https://i.annihil.us/u/prod/marvel/i/mg/2/f0/4ce5a31605544.jpg,"https://marvel.com/universe/Daily_Bugle_%28Building%29","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1010719,"Daimon Hellstrom","Daimon Hellstrom, also known as the Son of Satan and Hellstorm, is a fictional character in the Marvel Comics universe.",https://i.annihil.us/u/prod/marvel/i/mg/9/60/4ce5a2959ba25.jpg,https://i.annihil.us/u/prod/marvel/i/mg/9/60/4ce5a2959ba25.jpg,"https://marvel.com/universe/Hellstorm","Daimon Hellstrom","","","Daimon,Daimon Hellstrom,Hellstorm,Son of Satan",,"",1973,Marvel,,,Demon hybrid,,,,,"Defenders,God Squad,Hellfire Club,Masters of Evil,Midnight Sons,Nick Fury's Howling Commandos,S.H.I.E.L.D. Paranormal Containment Unit,Shadow Hunters","","",,,,,,,"Gary Friedrich,Roy Thomas"
1011001,"Daken","Akihiro, codename Daken is a fictional comic book supervillain licensed by Marvel Comics.",https://i.annihil.us/u/prod/marvel/i/mg/3/a0/520289a920fd9.jpg,https://i.annihil.us/u/prod/marvel/i/mg/3/a0/520289a920fd9.jpg,"https://marvel.com/universe/Daken","Akihiro","","","Daken,Daken Akihiro,Dark Wolverine,Death,Wolverine",,"",,Marvel,,,Mutant,,,,,"Brotherhood of Mutants,Dark Avengers,Dark X-Men,Horsemen of Apocalypse,Horsemen of Death","","",,,,,,,"Daniel Way,Steve Dillon"
1011333,"Dakota North","Dakota North is a fictional character that has appeared in various comic book series published by Marvel Comics.",https://i.annihil.us/u/prod/marvel/i/mg/7/d0/4ce5a6888f769.jpg,https://i.annihil.us/u/prod/marvel/i/mg/7/d0/4ce5a6888f769.jpg,"https://marvel.com/universe/Dakota%20North","Dakota North","","","Dakota,Dakota North,North",,"",,Marvel,,,,,,,,"Dakota North Investigations","","",,,,,,,"Martha Thomases,Tony Salmons"
1009259,"Damage Control","",https://i.annihil.us/u/prod/marvel/i/mg/5/00/4c00404b5e1a2.jpg,https://i.annihil.us/u/prod/marvel/i/mg/5/00/4c00404b5e1a2.jpg,"https://marvel.com/universe/Damage_Control","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1009453,"Dani Moonstar","",https://i.annihil.us/u/prod/marvel/i/mg/6/20/4ce5a0614487a.jpg,https://i.annihil.us/u/prod/marvel/i/mg/6/20/4ce5a0614487a.jpg,"https://marvel.com/universe/Moonstar","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1010776,"Danny Rand","",https://i.annihil.us/u/prod/marvel/i/mg/2/20/4c00374b1008a.jpg,https://i.annihil.us/u/prod/marvel/i/mg/2/20/4c00374b1008a.jpg,"https://marvel.com/universe/Iron_Fist_%28Danny_Rand%29","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1009262,"Daredevil","Abandoned by his mother, Matt Murdock was raised by his father, boxer 'Battling Jack' Murdock, in Hell's Kitchen. Realizing that rules were needed to prevent people from behaving badly, young Matt decided to study law; however, when he saved a man from an oncoming truck, it spilled a radioactive cargo that rendered Matt blind while enhancing his remaining senses. Under the harsh tutelage of blind martial arts master Stick, Matt mastered his heightened senses and became a formidable fighter.",https://i.annihil.us/u/prod/marvel/i/mg/d/50/50febb79985ee.jpg,https://x.annihil.us/u/prod/marvel/i/mg/8/b0/537ba702ad5b3.gif,"https://marvel.com/universe/Daredevil_(Matthew_Murdock)","Matt,Matthew Michael Murdock","New York City, New York","Adventurer, vigilante, Attorney at Law","Daredevil,Matt Murdock,Matthew Michael Murdock",good,"Daredevil #1 (April, 1964)",,Marvel,Male,Human,Mutate,183,90,blue,Red,"Chaste,Defenders,Nelson & Murdock,New Avengers,S.H.I.E.L.D,The Chaste,The Hand,The New Avengers","Agility,Stealth,Marksmanship,Weapons Master,Intelligence,Telepathy,Stamina,Enhanced Senses,Reflexes,Enhanced Hearing,Echolocation,Enhanced Smell,Enhanced Touch,Radar Sense","Black Widow,Black Widow (Natalia Romanova),Elektra",75,13,27,28,57,95,"Bill Everett,Stan Lee"
1017292,"Daredevil (LEGO Marvel Super Heroes)","Abandoned by his mother, Matt Murdock was raised by his father, boxer 'Battling Jack' Murdock, in Hell's Kitchen. Realizing that rules were needed to prevent people from behaving badly, young Matt decided to study law; however, when he saved a man from an oncoming truck, it spilled a radioactive cargo that rendered Matt blind while enhancing his remaining senses. Under the harsh tutelage of blind martial arts master Stick, Matt mastered his heightened senses and became a formidable fighter.",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://x.annihil.us/u/prod/marvel/i/mg/8/b0/537ba702ad5b3.gif,"https://marvel.com/characters/11/daredevil","Matt,Matthew Michael Murdock","","","Daredevil,Matt Murdock,Matthew Michael Murdock",,"",,Marvel,,,Mutate,,,,,"Chaste,Defenders,Nelson & Murdock,New Avengers,S.H.I.E.L.D,The Chaste,The Hand,The New Avengers","","Black Widow,Black Widow (Natalia Romanova),Elektra",,,,,,,"Bill Everett,Stan Lee"
1017312,"Daredevil (Marvel Heroes)","Abandoned by his mother, Matt Murdock was raised by his father, boxer 'Battling Jack' Murdock, in Hell's Kitchen. Realizing that rules were needed to prevent people from behaving badly, young Matt decided to study law; however, when he saved a man from an oncoming truck, it spilled a radioactive cargo that rendered Matt blind while enhancing his remaining senses. Under the harsh tutelage of blind martial arts master Stick, Matt mastered his heightened senses and became a formidable fighter.",https://i.annihil.us/u/prod/marvel/i/mg/6/00/5239be8a1c152.jpg,https://x.annihil.us/u/prod/marvel/i/mg/8/b0/537ba702ad5b3.gif,"https://marvel.com/characters/11/daredevil","Matt,Matthew Michael Murdock","","","Daredevil,Matt Murdock,Matthew Michael Murdock",,"",,Marvel,,,Mutate,,,,,"Chaste,Defenders,Nelson & Murdock,New Avengers,S.H.I.E.L.D,The Chaste,The Hand,The New Avengers","","Black Widow,Black Widow (Natalia Romanova),Elektra",,,,,,,"Bill Everett,Stan Lee"
1010919,"Daredevil (Ultimate)","",https://i.annihil.us/u/prod/marvel/i/mg/6/a0/53176b9e705dc.jpg,https://i.annihil.us/u/prod/marvel/i/mg/6/a0/53176b9e705dc.jpg,"https://marvel.com/universe/Daredevil_(Ultimate)","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1011306,"Dargo Ktor","",https://i.annihil.us/u/prod/marvel/i/mg/c/b0/4ce5a6299ade4.jpg,https://i.annihil.us/u/prod/marvel/i/mg/c/b0/4ce5a6299ade4.jpg,"https://marvel.com/universe/Dargo%20Ktor","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1011367,"Dark Avengers","",https://i.annihil.us/u/prod/marvel/i/mg/f/a0/526032c703d06.jpg,https://i.annihil.us/u/prod/marvel/i/mg/f/a0/526032c703d06.jpg,"https://marvel.com/universe/Dark%20Avengers","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1010907,"Dark Beast","Dark Beast (Henry Philip McCoy), sometimes known as the Black Beast, is a Marvel Comics supervillain, an alternate reality evil version of the X-Men’s Beast.",https://i.annihil.us/u/prod/marvel/i/mg/b/d0/52602f32efdab.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/d0/52602f32efdab.jpg,"https://marvel.com/universe/Dark_Beast","Henry Philip McCoy","","","Beast,Black Beast,Dark Beast,Doc McCoy,McCoy",,"",,Marvel,,,Mutant,,,,,"Brotherhood of Evil Mutants,Brotherhood of Mutants,Dark X-Men,Excalibur,Gene Nation,Genoshan Excalibur,Morlocks,Onslaught's Dark Descendants,The 198,X-Men","","",,,,,,,"Jack Kirby,Roger Cruz,Scott Lobdell,Stan Lee,by,original character"
1009265,"Dark Phoenix","",https://i.annihil.us/u/prod/marvel/i/mg/9/e0/4ce59f6c7e332.jpg,https://i.annihil.us/u/prod/marvel/i/mg/9/e0/4ce59f6c7e332.jpg,"https://marvel.com/comics/characters/1009265/dark_phoenix","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1011387,"Dark X-Men","",https://i.annihil.us/u/prod/marvel/i/mg/9/40/4ce5a7160a79b.jpg,https://i.annihil.us/u/prod/marvel/i/mg/9/40/4ce5a7160a79b.jpg,"https://marvel.com/comics/characters/1011387/dark_x-men","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1011020,"Darkhawk","Darkhawk (Christopher Powell) is a fictional comic book superhero who first appeared in Marvel Age #97 (Feb. 1991).",https://i.annihil.us/u/prod/marvel/i/mg/6/a0/5269553f4bc6a.jpg,https://i.annihil.us/u/prod/marvel/i/mg/6/a0/5269553f4bc6a.jpg,"https://marvel.com/universe/Darkhawk","Chris,Christopher Powell","Queens, New York","Retired Superhero","Darkhawk,Edge-Man,Falconer,The Powell",good,"Darkhawk #1 (March, 1991)",,Marvel,Male,Human,,185,81,brown,Brown,"Defenders,Features of the Marvel Universe,Loner,Loners,New Warriors,Project Pegasus,Secret Defenders,West Coast Avengers","Durability,Flight,Energy Blasts,Weapon-based Powers,Force Fields,Power Suit,Vision - Telescopic,Vision - Infrared","",50,32,33,70,74,64,"Mike Manley,Tom DeFalco"
1009266,"Darkstar","Darkstar (Laynia Petrovna) is a fictional character, a mutant superheroine in the Marvel Comics universe.",https://i.annihil.us/u/prod/marvel/i/mg/d/20/4ce59f77ea6f1.jpg,https://i.annihil.us/u/prod/marvel/i/mg/d/20/4ce59f77ea6f1.jpg,"https://marvel.com/universe/Darkstar_(Laynia_Petrovna)","Laynia Sergeievna Petrovna,Laynia Sergeievna Petrovna (Krylova)","Minks, USSR","Occupation unknown","Darkstar,Great Beast,Tyomni Zvesda (Russian translation of codename); formerly (with,Tyomni Zvesda ; formerly 'Great Beast,Ursa Major,Vanguard",good,"Champions #7 (August, 1976)",,Marvel,Female,Mutant,,168,56,brown,Blond,"Champions,Champions of Los Angeles,Exiles,Exiles (Earth-616),KGB,Siberforce,Soviet Super-Soldiers,Winter Guard,X-Corporation","Flight,Energy Blasts,Teleportation,Energy Constructs,Energy Manipulation","Crimson Dynamo,Griffin,Titanium Man",38,8,35,42,52,64,"George Tuska,Tony Isabella"
1011016,"Darwin","Darwin (Armando Muñoz) is a mutant superhero in the Marvel Comics Universe.",https://i.annihil.us/u/prod/marvel/i/mg/2/60/4c003269b12a4.jpg,https://i.annihil.us/u/prod/marvel/i/mg/2/60/4c003269b12a4.jpg,"https://marvel.com/universe/Darwin","Armando Muñoz","","","Armando Muñoz,Darwin",,"",,Marvel,,,Mutant,,,,,"X-Factor Investigations,X-Men","","",,,,,,,"Ed Brubaker,Pete Woods"
1009267,"Dazzler","Dazzler (Alison Blaire) is a fictional superheroine appearing in American comic books published by Marvel Comics, usually associated with the X-Men.",https://i.annihil.us/u/prod/marvel/i/mg/6/10/4fe364b0a2177.jpg,https://i.annihil.us/u/prod/marvel/i/mg/6/10/4fe364b0a2177.jpg,"https://marvel.com/universe/Dazzler_(Alison_Blaire)","Ali,Alison Blaire","Gardendale, Long Island, New York","Adventurer, singer, former actress, model, revolutionary","Alison Blaire,Dazzler,Disco Dazzler,The Disco Dazzler",good,"X-Men #130 (1980)",,Marvel,Female,Mutant,,173,52,blue,Blond,"A-Force,Excalibur,Gladiators,New Excalibur,S.H.I.E.L.D,The 198,Wildways Rebellion,X-Men","Agility,Energy Absorption,Marksmanship,Energy Blasts,Stamina,Audio Control,Energy Beams,Energy Constructs,Force Fields,Heat Generation,Light Control,Levitation,Energy Manipulation,Illusions,Resurrection","",63,10,35,42,64,56,"Group of,John Romita, Jr.,Louise Simonson,Marvel Comics,Roger Stern,Tom DeFalco"
1010920,"Dazzler (Ultimate)","",https://i.annihil.us/u/prod/marvel/i/mg/f/20/4c0034510900d.jpg,https://i.annihil.us/u/prod/marvel/i/mg/f/20/4c0034510900d.jpg,"https://marvel.com/universe/Dazzler_(Ultimate)","","","","",,"",,Marvel,,,,,,,,"","","",,,,,,,""
1010341,"Deacon Frost","Deacon Frost is a fictional character appearing in Marvel Comics.",https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_medium.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/background.jpg,"https://marvel.com/comics/characters/1010341/deacon_frost","","","","Deacon Frost,Whitehair",,"",1973,Marvel,,,Vampire,,,,,"","","",,,,,,,"Gene Colan,Marv Wolfman"
1011087,"Dead Girl","Dead Girl (Moonbeam) is a fictional character, a  mutant superheroine in Marvel Comics' X-Statix series.",https://i.annihil.us/u/prod/marvel/i/mg/5/20/4c0030c61eb15.jpg,https://i.annihil.us/u/prod/marvel/i/mg/5/20/4c0030c61eb15.jpg,"https://marvel.com/universe/Dead_Girl","Moonbeam,Moonbeam (surname unrevealed)","","","Dead Girl",,"",2002,Marvel,,,Mutant,,,,,"X-Force,X-Statix","","",,,,,,,"Mike Allred,Peter Milligan"
1009268,"Deadpool","Deadpool (Wade Wilson) is a fictional antihero appearing in American comic books published by Marvel Comics.",https://i.annihil.us/u/prod/marvel/i/mg/9/90/5261a86cacb99.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/03/537ba78541492.gif,"https://marvel.com/universe/Deadpool_(Wade_Wilson)","Wade Winston Wilson","Canada (North America, Earth)","Mercenary; former enforcer, government operative, sumo wrestler, soldier, assassin, anti-hero, others","Deadpool,El Mercenario Antiheroes,Hulkpool,Jack,Johnny Silvini,Merc with a Mouth,Mithras,Regenerating Degenerate,Thom Cruz,Wade T. Wilson,Wade Wilson,Wildcard,Zenpool",neutral,"New Mutants #98 (February, 1991)",1991,Marvel,Male,Mutant,Mutate,188,95,brown,No Hair,"Agency X,Agent X,Agent of Hydra,Astonishing Avengers,Avengers Unity Division,Blind Al,Bob,Cable,Code Red,Copycat,Deadpool,Deadpool Corps,Defenders,Domino,Frightful Four,Genesis,Great Lakes Avengers,Great Lakes Initiative,Heroes for Hire,Kingpin,Lake,Landau,Landau, Luckman, and Lake,Luckman,Maggia,Mercs for Money,S.H.I.E.L.D,Secret Defenders,Six Pack,Taskmaster,Thunderbolts,Uncanny Avengers,Weapon X,Wolverine,X-Force,X-Men,partners =Weasel","Agility,Accelerated Healing,Dimensional Awareness,Stealth,Marksmanship,Weapons Master,Longevity,Stamina,Weapon-based Powers,Teleportation,Immortality,Reflexes,Regeneration,Toxin and Disease Resistance,Telepathy Resistance,Mind Control Resistance","Agent X,Agent of HYDRA,Blind Al,Bob,Cable,Copycat,Domino,Hellcow,Mr. Tolliver,Spider-Man,Taskmaster,Weasel",50,15,30,100,100,100,"Fabian Nicieza,Rob Liefeld"
1017316,"Deadpool (Deadpool)","Deadpool (Wade Wilson) is a fictional antihero appearing in American comic books published by Marvel Comics.",https://i.annihil.us/u/prod/marvel/i/mg/2/f0/5239c232c227c.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/03/537ba78541492.gif,"https://marvel.com/characters/12/deadpool","Wade Winston Wilson","","","Deadpool,El Mercenario Antiheroes,Hulkpool,Jack,Johnny Silvini,Merc with a Mouth,Mithras,Regenerating Degenerate,Thom Cruz,Wade T. Wilson,Wade Wilson,Wildcard,Zenpool",,"",,Marvel,,,Mutate,,,,,"Agency X,Agent X,Agent of Hydra,Astonishing Avengers,Avengers Unity Division,Blind Al,Bob,Cable,Code Red,Copycat,Deadpool,Deadpool Corps,Defenders,Domino,Frightful Four,Genesis,Great Lakes Avengers,Great Lakes Initiative,Heroes for Hire,Kingpin,Lake,Landau,Landau, Luckman, and Lake,Luckman,Maggia,Mercs for Money,S.H.I.E.L.D,Secret Defenders,Six Pack,Taskmaster,Thunderbolts,Uncanny Avengers,Weapon X,Wolverine,X-Force,X-Men,partners =Weasel","","Agent X,Agent of HYDRA,Blind Al,Bob,Cable,Copycat,Domino,Hellcow,Mr. Tolliver,Spider-Man,Taskmaster,Weasel",,,,,,,"Fabian Nicieza,Rob Liefeld"
1017336,"Deadpool (LEGO Marvel Super Heroes)","Deadpool (Wade Wilson) is a fictional antihero appearing in American comic books published by Marvel Comics.",https://i.annihil.us/u/prod/marvel/i/mg/a/a0/5239f9a8ee88d.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/03/537ba78541492.gif,"https://marvel.com/characters/12/deadpool","Wade Winston Wilson","","","Deadpool,El Mercenario Antiheroes,Hulkpool,Jack,Johnny Silvini,Merc with a Mouth,Mithras,Regenerating Degenerate,Thom Cruz,Wade T. Wilson,Wade Wilson,Wildcard,Zenpool",,"",,Marvel,,,Mutate,,,,,"Agency X,Agent X,Agent of Hydra,Astonishing Avengers,Avengers Unity Division,Blind Al,Bob,Cable,Code Red,Copycat,Deadpool,Deadpool Corps,Defenders,Domino,Frightful Four,Genesis,Great Lakes Avengers,Great Lakes Initiative,Heroes for Hire,Kingpin,Lake,Landau,Landau, Luckman, and Lake,Luckman,Maggia,Mercs for Money,S.H.I.E.L.D,Secret Defenders,Six Pack,Taskmaster,Thunderbolts,Uncanny Avengers,Weapon X,Wolverine,X-Force,X-Men,partners =Weasel","","Agent X,Agent of HYDRA,Blind Al,Bob,Cable,Copycat,Domino,Hellcow,Mr. Tolliver,Spider-Man,Taskmaster,Weasel",,,,,,,"Fabian Nicieza,Rob Liefeld"
1017474,"Deadpool (X-Men: Battle of the Atom)","Deadpool (Wade Wilson) is a fictional antihero appearing in American comic books published by Marvel Comics.",https://i.annihil.us/u/prod/marvel/i/mg/6/20/52d72a5b55a55.jpg,https://i.annihil.us/u/prod/marvel/i/mg/b/03/537ba78541492.gif,"https://marvel.com/characters/12/deadpool","Wade Winston Wilson","","","Deadpool,El Mercenario Antiheroes,Hulkpool,Jack,Johnny Silvini,Merc with a Mouth,Mithras,Regenerating Degenerate,Thom Cruz,Wade T. Wilson,Wade Wilson,Wildcard,Zenpool",,"",,Marvel,,,Mutate,,,,,"Agency X,Agent X,Agent of Hydra,Astonishing Avengers,Avengers Unity Division,Blind Al,Bob,Cable,Code Red,Copycat,Deadpool,Deadpool Corps,Defenders,Domino,Frightful Four,Genesis,Great Lakes Avengers,Great Lakes Initiative,Heroes for Hire,Kingpin,Lake,Landau,Landau, Luckman, and Lake,Luckman,Maggia,Mercs for Money,S.H.I.E.L.D,Secret Defenders,Six Pack,Taskmaster,Thunderbolts,Uncanny Avengers,Weapon X,Wolverine,X-Force,X-Men,partners =Weasel","","Agent X,Agent of HYDRA,Blind Al,Bob,Cable,Copycat,Domino,Hellcow,Mr. Tolliver,Spider-Man,Taskmaster,Weasel",,,,,,,"Fabian Nicieza,Rob Liefeld"
1009269,"Death","",https://i.annihil.us/u/prod/marvel/i/mg/5/80/526031f5a21eb.jpg,https://i.annihil.us/u/prod/marvel/i/mg/5/80/526031f5a21eb.jpg,"https://marvel.com/universe/Death_(embodiment)","","","","",,"",2013,Marvel,,,,,,,,"","","",,,,,,,""
1009270,"Deathbird","Deathbird (Cal'syee Neramani-Summers) is a fictional character.",https://i.annihil.us/u/prod/marvel/i/mg/2/60/4c004041be770.jpg,https://i.annihil.us/u/prod/marvel/i/mg/2/60/4c004041be770.jpg,"https://marvel.com/universe/Deathbird","Cal'syee Neramani-Summers","","","Deathbird,War",,"",,Marvel,,,,,,,,"Brood,Horsemen of Apocalypse,Shi'ar,Shi'ar Imperium,Starforce,The Brood","","",,,,,,,"Chris Claremont,Dave Cockrum"
1011037,"Deathcry","Deathcry (Sharra Neramani) is a fictional Marvel Comics character and a former honorary member of the Avengers.",https://i.annihil.us/u/prod/marvel/i/mg/9/d0/535ff379c7c1b.jpg,https://i.annihil.us/u/prod/marvel/i/mg/9/d0/535ff379c7c1b.jpg,"https://marvel.com/universe/Deathcry","Sharra Neramani","","","Deathcry,Lifecry,Lifecry{{cn|date",,"",,Marvel,,,Shi'ar,,,,,"Avengers","","",,,,,,,"Bob Harras,Steve Epting"
1010890,"Deathlok","&nbsp;",https://i.annihil.us/u/prod/marvel/i/mg/7/10/526165a98dd8e.jpg,https://i.annihil.us/u/prod/marvel/i/mg/7/10/526165a98dd8e.jpg,"https://marvel.com/universe/Deathlok","Henry Hayes,Jack Truman/Larry Young,John Kelly,Luther Manning,Michael Collins,Siege (John Kelly)","-","-","Deathlok",good,"Astonishing Tales #25 (August, 1974)",1979,Marvel,Male,Cyborg,,193,178,brown,Grey,"CIA,Central Intelligence Agency,Defenders,Jean Grey School Staff,M-Tech,S.H.I.E.L.D,Secret Defenders,United States Army,Wild Pack,X-Force,X-Mansion","Agility,Durability,Intelligence,Super Strength,Stamina,Super Speed,Enhanced Memory,Reflexes,Vision - Telescopic,Vision - Microscopic,Vision - Infrared","",69,32,30,70,40,60,"Doug Moench,Dwayne McDuffie,Gregory Wright,Jackson Guice,Mike Perkins,Nathan Edmondson,Rich Buckler"
